,Company,Test R2,Test MSE
0,SMGA,0.6773412934950207,22.267807243875374
0,SMGR,0.9974733288779652,36953.41416456685
0,SMKL,0.9845094057858323,106.81441365556655
0,SMLE,0.8421211040925776,383.95260556132115
0,SOLA,,6723.484347486674
0,SPMA,0.9970119213234939,44.91408044701403
0,SQMI,0.9987616231796884,161.91576430447927
0,SRSN,0.9940049967849194,52.00011956577057
0,SULI,0.9987523014113793,316.1974068965149
0,SWAT,0.9739697497036968,51.51833736212025
0,TALF,0.9529882096755244,256.8931702496469
0,TBMS,0.9973549922996348,188.63203263696846
0,TDPM,0.9961557740923586,29.28291968609831
0,TINS,0.9978960449810916,721.9570255385214
0,TIRT,0.9817981365243048,79.52878718268136
0,TKIM,0.9978841127255715,28641.773904580066
0,TPIA,0.99781052869737,2282.328767841952
0,TRST,0.9981536403029102,46.93619736264251
0,UNIC,0.99857505732665,10287.628374060143
0,WSBP,0.9987866152653792,33.46263916081082
0,WTON,0.9985230022476237,168.26624221802797
0,YPAS,0.9757248526603821,912.5244680518331
0,ZINC,0.9974090657820677,72.29858848462764
0,ABBA,0.995945089666912,24.766147258121343
0,ACES,0.9979850554820835,514.6293876063035
0,ACRO,0.7162694878145468,47.85496435080291
0,AEGS,0.9350597836390072,24.445149942683827
0,AKKU,0.9873165120498973,7.820277355237546
0,ARGO,0.9992321015254867,27.34669617823954
0,ARTA,0.9982858201856887,621.6978495758136
0,ASLC,0.9891873409870471,32.04395530876562
0,AUTO,0.9990818636757125,1322.171238012209
0,BABY,0.9567468765442354,110.16982737681795
0,BAIK,0.22721541637576537,389.8674373008226
0,BATA,0.9995840767481267,70.29939238777209
0,BAUT,0.9784007310564075,11.571202221455541
0,BAYU,0.9966949887119007,1261.7732846723743
0,BELL,0.993670161666328,37.466107995844396
0,BIKE,0.9866055472100279,158.39787767140635
0,BIMA,0.9972533915923995,110.89601215891896
0,BLTZ,0.9919784544406045,10175.49187670029
0,BMBL,0.9653824884470943,20.132338777857587
0,BMTR,0.9987103491240517,509.77936885631283
0,BOGA,0.9977846556474684,303.1804183947511
0,BOLA,0.9933535057083449,205.43469693831716
0,BOLT,0.9580674684730819,774.6670509733755
0,BRAM,0.9947942860119375,53860.350436161054
0,BUVA,0.9970331584503963,27.762050712617143
0,CARS,0.9969467029341921,18.275506086757108
0,CBMF,0.9917251110169876,178.47376298780551
0,CINT,0.9896494715706696,36.3783365054747
0,CLAY,0.9975905382482446,4279.908962699046
0,CNMA,0.9235976368002177,47.70101027527614
0,CNTX,0.9950395528941377,233.6653933076809
0,CSAP,0.9965765429680163,134.50162783615892
0,CSMI,0.995394047892924,6418.155814325103
0,DEPO,0.9634039537487084,82.72490807885406
0,DFAM,0.9957752043496746,506.711901561961
0,DIGI,0.9941954818169451,160.7319268327008
0,DOOH,0.9886990533944323,27.912968977565384
0,DRMA,0.9903027615135364,1250.8801753687446
